Column1,Column2,Column3,Column4,Column5
Generated on: 2025-06-18,,,,
Course Code,Faculty Initial,Section,Seats,Time
GEN7226,TAHSAN,15,40/40,TR 11:50 AM - 01:20 PM
GEN7226,TBA,16,15/35,SR 10:10 AM - 11:40 AM
GEN7226,DKLE,17,40/40,MW 08:30 AM - 10:00 AM
GEN7226,DKLE,18,40/40,MW 10:10 AM - 11:40 AM
GEN7226,AYESHA,19,40/40,TR 08:30 AM - 10:00 AM
GEN7226,TBA,20,40/40,SR 11:50 AM - 01:20 PM
GEN7226,TBA,21,40/40,TR 11:50 AM - 01:20 PM
GEN7226,TAA,22,40/40,ST 10:10 AM - 11:40 AM
GEN7226,TAA,23,40/40,ST 01:30 PM - 03:00 PM
GEN7226,NAB,24,29/35,MW 08:30 AM - 10:00 AM
GEN7226,DMMZI,25,40/40,MW 10:10 AM - 11:40 AM
GEN7226,DMMZI,26,40/40,MW 08:30 AM - 10:00 AM
GEN7226,NAB,27,39/40,MW 10:10 AM - 11:40 AM
HRM301,RUA,1,36/41,ST 11:50 AM - 01:20 PM
HRM301,MARS,2,37/41,MW 03:10 PM - 04:40 PM
HRM301,KH,3,7/7,MW 11:50 AM - 01:20 PM
HRM301,OF,4,40/40,ST 11:50 AM - 01:20 PM
HRM301,TPE,5,36/41,T 01:30 PM - 03:00 PM
HRM301,TPE,5,36/41,R 01:30 PM - 03:00 PM
HRM301,ADAS,6,40/40,MW 03:10 PM - 04:40 PM
HRM301,TBA,7,9/9,MW 04:50 PM - 06:20 PM
HRM301,FARIN,8,36/41,SR 08:30 AM - 10:00 AM
HRM411,RUA,1,38/38,MW 01:30 PM - 03:00 PM
HRM411,TPE,2,35/38,S 11:50 AM - 01:20 PM
HRM411,TPE,2,35/38,T 11:50 AM - 01:20 PM
HRM412,LZ,1,40/40,ST 10:10 AM - 11:40 AM
HRM412,TPE,2,19/38,MW 11:50 AM - 01:20 PM
HRM413,RUA,1,36/38,MW 03:10 PM - 04:40 PM
HRM413,MARS,2,32/38,ST 03:10 PM - 04:40 PM
HRM415,LZ,1,42/42,MW 11:50 AM - 01:20 PM
HRM416,SVA,1,29/38,MW 03:10 PM - 04:40 PM
HRM417,ADAS,1,33/33,T 01:30 PM - 03:00 PM
HRM417,ADAS,1,33/33,R 01:30 PM - 03:00 PM
HRM418,LZ,1,37/40,MW 10:10 AM - 11:40 AM
HRM421,SVA,1,20/35,SR 01:30 PM - 03:00 PM
HRM422,SHARNA,1,14/35,SR 10:10 AM - 11:40 AM
HRM424,ADAS,1,31/38,MW 11:50 AM - 01:20 PM
HRM501,DMZI,1,38/40,F 09:00 AM - 12:00 PM
HRM522,DSRC,1,24/30,M 06:30 PM - 09:30 PM
HRM523,DSJB,1,35/35,A 06:30 PM - 09:30 PM
HRM524,MARS,1,13/30,S 06:30 PM - 09:30 PM
ICE103,TJ,1,0/0,MW 01:30 PM - 03:00 PM
ICE103,TJ,1,0/0,S 03:10 PM - 06:10 PM
ICE103,TJ,2,0/0,MW 03:10 PM - 04:40 PM
ICE103,TJ,2,0/0,T 03:10 PM - 06:10 PM
ICE103,MI,3,0/0,MW 10:10 AM - 11:40 AM
ICE103,MI,3,0/0,S 10:10 AM - 01:10 PM
ICE103,MI,4,0/0,MW 11:50 AM - 01:20 PM
ICE103,MI,4,0/0,T 10:10 AM - 01:10 PM
ICE103,DAHF,5,0/0,R 01:30 PM - 03:00 PM
ICE103,DAHF,5,0/0,R 04:50 PM - 07:50 PM
ICE103,DAHF,5,0/0,T 01:30 PM - 03:00 PM
ICE103,DAHF,6,0/0,R 11:50 AM - 01:20 PM
ICE103,DAHF,6,0/0,T 04:50 PM - 07:50 PM
ICE103,DAHF,6,0/0,S 11:50 AM - 01:20 PM
ICE103,MRJ,7,0/0,MW 01:30 PM - 03:00 PM
ICE103,MRJ,7,0/0,T 01:30 PM - 04:30 PM
ICE103,RIFAT,8,0/0,TR 01:30 PM - 03:00 PM
ICE103,RIFAT,8,0/0,M 10:10 AM - 01:10 PM
ICE103,NISHAT,9,0/0,S 01:30 PM - 03:00 PM
ICE103,NISHAT,9,0/0,R 01:30 PM - 03:00 PM
ICE103,NISHAT,9,0/0,W 10:10 AM - 01:10 PM
ICE103,FZRN,10,0/0,SR 04:50 PM - 06:20 PM
ICE103,FZRN,10,0/0,R 10:10 AM - 01:10 PM
ICE103,FZRN,11,0/0,S 03:10 PM - 04:40 PM
ICE103,FZRN,11,0/0,R 03:10 PM - 04:40 PM
ICE103,FZRN,11,0/0,W 10:10 AM - 01:10 PM
ICE103,PC,12,0/0,S 08:30 AM - 10:00 AM
ICE103,PC,12,0/0,T 08:30 AM - 10:00 AM
ICE103,PC,12,0/0,M 04:50 PM - 07:50 PM
ICE103,PC,13,0/0,S 10:10 AM - 11:40 AM
ICE103,PC,13,0/0,T 10:10 AM - 11:40 AM
ICE103,PC,13,0/0,T 01:30 PM - 04:30 PM
ICE103,SAJEEB,14,8/10,ST 01:30 PM - 03:00 PM
ICE103,SAJEEB,14,8/10,S 04:50 PM - 07:50 PM
ICE103,SAJEEB,15,10/10,ST 03:10 PM - 04:40 PM
ICE103,SAJEEB,15,10/10,T 04:50 PM - 07:50 PM
ICE103,KMMU,16,2/10,S 04:50 PM - 07:50 PM
ICE103,KMMU,16,2/10,SR 01:30 PM - 03:00 PM
ICE103,KMMU,17,1/10,R 04:50 PM - 07:50 PM
ICE103,KMMU,17,1/10,SR 03:10 PM - 04:40 PM
ICE103,MAHCY,18,0/10,MW 08:30 AM - 10:00 AM
ICE103,MAHCY,18,0/10,T 01:30 PM - 04:30 PM
ICE103,KMSK,19,10/10,S 08:30 AM - 10:00 AM
ICE103,KMSK,19,10/10,T 08:30 AM - 10:00 AM
ICE103,MAMRD,20,10/10,S 03:10 PM - 04:40 PM
ICE103,MAMRD,20,10/10,R 03:10 PM - 04:40 PM
ICE103,MAMRD,20,10/10,T 04:50 PM - 07:50 PM
ICE103,TBA,21,0/0,S 04:50 PM - 06:20 PM
ICE103,TBA,21,0/0,S 08:00 AM - 10:00 AM
ICE103,TBA,21,0/0,R 04:50 PM - 06:20 PM
ICE103,TBA,22,0/0,R 08:30 AM - 10:00 AM
ICE103,TBA,22,0/0,T 08:30 AM - 10:00 AM
ICE103,TBA,22,0/0,S 08:00 AM - 10:00 AM
ICE103,TBA,23,0/0,M 04:50 PM - 06:50 PM
ICE103,TBA,23,0/0,SR 08:30 AM - 10:00 AM
ICE103,TBA,24,0/0,T 04:50 PM - 06:20 PM
ICE103,TBA,24,0/0,W 08:00 AM - 10:00 AM
ICE103,TBA,24,0/0,R 04:50 PM - 06:20 PM
ICE103,TBA,25,0/0,MW 03:10 PM - 04:40 PM
ICE103,TBA,25,0/0,R 08:00 AM - 11:00 AM
ICE107,DAKP,1,5/5,S 08:00 AM - 11:00 AM
ICE107,DAKP,1,5/5,MW 10:10 AM - 11:40 AM
ICE107,DAKP,2,5/5,MW 11:50 AM - 01:20 PM
ICE107,DAKP,2,5/5,S 11:50 AM - 02:50 PM
ICE107,DSU,3,4/5,TR 01:30 PM - 03:00 PM
ICE107,DSU,3,4/5,W 10:10 AM - 01:10 PM
ICE107,TM,4,0/0,S 10:10 AM - 01:10 PM
ICE107,TM,4,0/0,MW 11:50 AM - 01:20 PM
ICE107,IMRAN,5,0/0,S 11:50 AM - 01:20 PM
ICE107,IMRAN,5,0/0,T 11:50 AM - 01:20 PM
ICE107,IMRAN,5,0/0,R 10:10 AM - 01:10 PM
ICE107,SDIS,6,0/0,S 01:30 PM - 04:30 PM
ICE107,SDIS,6,0/0,R 10:10 AM - 11:40 AM
ICE107,SDIS,6,0/0,T 10:10 AM - 11:40 AM
ICE107,SDNA,7,0/0,S 03:10 PM - 06:10 PM
ICE107,SDNA,7,0/0,R 03:10 PM - 04:40 PM
ICE107,SDNA,7,0/0,T 03:10 PM - 04:40 PM
ICE107,FZRN,8,0/0,MW 08:30 AM - 10:00 AM
ICE107,FZRN,8,0/0,T 04:50 PM - 07:50 PM
ICE107,ARIJIT,9,7/10,S 04:50 PM - 07:50 PM
ICE107,ARIJIT,9,7/10,ST 03:10 PM - 04:40 PM
ICE107,SUDDIN,10,8/10,SR 03:10 PM - 04:40 PM
ICE107,SUDDIN,10,8/10,R 04:50 PM - 07:50 PM
ICE107,TBA,11,0/0,MW 03:10 PM - 04:40 PM
ICE107,TBA,11,0/0,W 04:50 PM - 07:50 PM
ICE107,TBA,12,0/0,MW 04:50 PM - 06:20 PM
ICE107,TBA,12,0/0,R 11:50 AM - 02:50 PM
ICE107,TBA,13,0/0,SR 08:30 AM - 10:00 AM
ICE107,TBA,13,0/0,R 11:50 AM - 02:50 PM
ICE107,TBA,14,0/0,TR 04:50 PM - 06:20 PM
ICE107,TBA,14,0/0,M 04:50 PM - 07:50 PM
ICE107,TBA,15,0/0,R 11:50 AM - 02:50 PM
ICE107,TBA,15,0/0,SR 04:50 PM - 06:20 PM
ICE109,SJ,1,0/0,MW 11:50 AM - 01:20 PM
ICE109,SJ,1,0/0,T 01:30 PM - 03:30 PM
ICE109,ALI,2,0/0,ST 01:30 PM - 03:00 PM
ICE109,ALI,2,0/0,R 01:30 PM - 03:30 PM
ICE109,SHK,3,0/0,R 01:30 PM - 03:00 PM
ICE109,SHK,3,0/0,T 01:30 PM - 03:00 PM
ICE109,SHK,3,0/0,W 04:50 PM - 06:50 PM
ICE109,SHK,4,0/0,S 10:10 AM - 12:00 PM
ICE109,SHK,4,0/0,R 03:10 PM - 04:40 PM
ICE109,SHK,4,0/0,T 03:10 PM - 04:40 PM
ICE109,MKN,5,0/0,MW 10:10 AM - 11:40 AM
ICE109,MKN,5,0/0,R 01:30 PM - 03:30 PM
ICE109,DOF,6,5/5,T 04:50 PM - 06:50 PM
ICE109,DOF,6,5/5,TR 01:30 PM - 03:00 PM
ICE109,DOF,7,5/5,TR 03:10 PM - 04:40 PM
ICE109,DOF,7,5/5,R 04:50 PM - 06:50 PM
ICE109,DSMU,8,5/5,M 04:50 PM - 06:50 PM
ICE109,DSMU,8,5/5,MW 01:30 PM - 03:00 PM
ICE109,DSMU,9,5/5,MW 03:10 PM - 04:40 PM
ICE109,DSMU,9,5/5,W 04:50 PM - 06:50 PM
ICE109,SAMIA,10,3/5,T 08:00 AM - 10:00 AM
ICE109,SAMIA,10,3/5,MW 08:30 AM - 10:00 AM
ICE109,SAMIA,11,5/5,MW 10:10 AM - 11:40 AM
ICE109,SAMIA,11,5/5,T 10:10 AM - 12:10 PM
ICE109,DMSA,12,5/5,R 10:10 AM - 11:40 AM
ICE109,TBA,12,5/5,T 08:00 AM - 10:00 AM
ICE109,DMSA,12,5/5,T 10:10 AM - 11:40 AM
ICE109,TBA,13,0/0,S 04:50 PM - 06:20 PM
ICE109,TBA,13,0/0,R 04:50 PM - 06:20 PM
ICE109,TBA,13,0/0,R 03:50 PM - 05:05 PM
ICE109,TBA,14,0/0,S 08:30 AM - 10:00 AM
ICE109,TBA,14,0/0,R 08:30 AM - 10:00 AM
ICE109,TBA,14,0/0,M 08:00 AM - 10:00 AM
ICE109,TBA,15,0/0,S 04:50 PM - 06:20 PM
ICE109,TBA,15,0/0,R 04:50 PM - 06:20 PM
ICE109,TBA,15,0/0,S 01:30 PM - 03:30 PM
ICE109,TBA,16,0/0,S 08:00 AM - 10:00 AM
ICE109,TBA,16,0/0,SR 04:50 PM - 06:20 PM
ICE204,TBA,1,0/0,ST 10:10 AM - 11:40 AM
ICE204,MIR,2,0/0,ST 01:30 PM - 03:00 PM
ICE204,TBA,3,0/0,MW 10:10 AM - 11:40 AM
ICE204,DSU,4,0/0,SR 03:10 PM - 04:40 PM
ICE204,DSU,5,0/0,MW 08:30 AM - 10:00 AM
ICE204,AASR,6,0/0,MW 01:30 PM - 03:00 PM
ICE204,AASR,7,2/5,MW 03:10 PM - 04:10 PM
ICE204,SDNA,8,5/5,MW 11:50 AM - 01:20 PM
ICE204,MMHR,9,5/5,R 08:30 AM - 10:00 AM
ICE204,MMHR,9,5/5,T 08:30 AM - 10:00 AM
ICE204,MMHR,10,0/0,R 11:50 AM - 01:20 PM
ICE204,MMHR,10,0/0,T 11:50 AM - 01:20 PM
ICE204,MIR,11,3/5,SR 11:50 AM - 01:20 PM
ICE204,MAHCY,12,0/0,SR 03:10 PM - 04:40 PM
ICE204,TBA,13,0/0,S 08:30 AM - 10:00 AM
ICE204,TBA,14,0/0,SR 08:30 AM - 10:00 AM
ICE204,TBA,15,0/0,ST 04:50 PM - 06:20 PM
ICE204,TBA,16,0/0,S 01:30 PM - 03:00 PM
ICE204,TBA,16,0/0,R 01:30 PM - 03:00 PM
ICE204,TBA,17,0/0,TR 04:50 PM - 06:20 PM
ICE204,TBA,18,0/0,S 08:30 AM - 10:00 AM
ICE204,TBA,18,0/0,R 08:30 AM - 10:00 AM
ICE204,TBA,19,0/0,SR 04:50 PM - 06:20 PM
ICE204,TBA,20,0/0,S 04:50 PM - 06:20 PM
ICE204,TBA,20,0/0,R 04:50 PM - 06:20 PM
ICE207,DAKP,1,0/0,TR 11:50 AM - 01:20 PM
ICE207,DAKP,1,0/0,R 01:30 PM - 03:30 PM
ICE207,ATIQ,2,0/0,T 01:30 PM - 03:30 PM
ICE207,ATIQ,2,0/0,MW 11:50 AM - 01:20 PM
ICE207,ATIQ,3,0/0,MW 01:30 PM - 03:00 PM
ICE207,ATIQ,3,0/0,T 04:50 PM - 06:50 PM
ICE207,DHMAI,4,0/0,ST 01:30 PM - 03:00 PM
ICE207,DHMAI,4,0/0,R 04:50 PM - 06:50 PM
ICE207,DHMAI,5,0/0,W 04:50 PM - 06:50 PM
ICE207,DHMAI,5,0/0,TR 03:10 PM - 04:40 PM
ICE207,TM,6,0/0,M 01:30 PM - 03:30 PM
ICE207,TM,6,0/0,R 10:10 AM - 11:40 AM
ICE207,TM,6,0/0,T 10:10 AM - 11:40 AM
ICE207,TM,7,0/0,T 11:50 AM - 01:20 PM
ICE207,TM,7,0/0,W 01:30 PM - 03:30 PM
ICE207,TM,7,0/0,R 11:50 AM - 01:20 PM
ICE207,TBA,8,0/0,S 08:30 AM - 10:00 AM
ICE207,TBA,8,0/0,R 08:30 AM - 10:00 AM
ICE207,TBA,8,0/0,T 08:00 AM - 10:00 AM
ICE207,AASR,9,2/5,R 10:10 AM - 11:40 AM
ICE207,AASR,9,2/5,T 10:10 AM - 11:40 AM
ICE207,AASR,9,2/5,S 10:10 AM - 11:49 AM
ICE207,MMLI,10,10/10,M 04:50 PM - 06:50 PM
ICE207,MMLI,10,10/10,MW 01:30 PM - 03:00 PM
ICE207,MMLI,11,8/8,MW 03:10 PM - 04:40 PM
ICE207,MMLI,11,8/8,W 04:50 PM - 06:50 PM
ICE207,PC,12,0/0,MW 01:30 PM - 03:00 PM
ICE207,PC,12,0/0,W 10:10 AM - 12:10 PM
ICE207,SDNA,13,1/5,T 04:50 PM - 06:20 PM
ICE207,SDNA,13,1/5,R 04:50 PM - 06:20 PM
ICE207,TBA,14,0/0,T 03:10 PM - 04:40 PM
ICE207,TBA,14,0/0,R 03:10 PM - 04:40 PM
ICE207,TBA,16,0/0,T 08:30 AM - 10:00 AM
ICE207,TBA,16,0/0,S 08:00 AM - 10:00 AM
ICE207,TBA,16,0/0,R 08:30 AM - 10:00 AM
ICE213,MHR,1,3/5,M 08:00 AM - 10:00 AM
ICE213,MHR,1,3/5,MW 10:10 AM - 11:40 AM
ICE213,MHR,2,0/5,W 08:00 AM - 10:00 AM
ICE213,MHR,2,0/5,MW 11:50 AM - 01:20 PM
ICE213,SJ,3,5/5,ST 10:10 AM - 11:40 AM
ICE213,SJ,3,5/5,R 10:10 AM - 12:10 PM
ICE213,SJ,4,5/5,M 01:30 PM - 03:30 PM
ICE213,SJ,4,5/5,ST 11:50 AM - 01:20 PM
ICE213,RDA,5,0/0,S 01:30 PM - 03:00 PM
ICE213,RDA,5,0/0,R 01:30 PM - 03:00 PM
ICE213,RDA,5,0/0,T 08:00 AM - 10:00 AM
ICE213,RDA,6,0/0,S 08:00 AM - 10:00 AM
ICE213,RDA,6,0/0,S 03:10 PM - 04:40 PM
ICE213,RDA,6,0/0,R 03:10 PM - 04:40 PM
ICE213,SHK,7,0/0,MW 03:10 PM - 04:40 PM
ICE213,SHK,7,0/0,R 04:50 PM - 06:50 PM
ICE213,PMSR,8,0/0,ST 03:10 PM - 04:40 PM
ICE213,TBA,8,0/0,M 01:30 PM - 03:30 PM
ICE213,PMSR,9,0/0,ST 04:50 PM - 06:20 PM
ICE213,TBA,9,0/0,W 10:10 AM - 12:10 PM
ICE213,DIPAYAN,10,0/0,MW 04:50 PM - 06:20 PM
ICE213,DIPAYAN,10,0/0,R 04:50 PM - 06:50 PM
ICE213,TBA,11,4/5,S 04:50 PM - 06:50 PM
ICE213,TBA,11,4/5,ST 01:30 PM - 03:00 PM
ICE213,TBA,12,1/5,ST 03:10 PM - 04:40 PM
ICE213,TBA,12,1/5,T 04:50 PM - 06:50 PM
ICE213,TBA,13,0/0,W 04:50 PM - 06:20 PM
ICE213,TBA,13,0/0,M 04:50 PM - 06:20 PM
ICE213,TBA,13,0/0,R 08:00 AM - 10:00 AM
ICE213,TBA,14,0/0,M 04:50 PM - 06:50 PM
ICE213,TBA,14,0/0,S 04:50 PM - 06:20 PM
ICE213,TBA,14,0/0,T 04:50 PM - 06:20 PM
ICE213,TBA,15,0/0,R 08:30 AM - 10:00 AM
ICE213,TBA,15,0/0,S 08:30 AM - 10:00 AM
ICE213,TBA,15,0/0,S 10:10 AM - 12:10 PM
ICE216,TBA,1,20/30,R 08:30 AM - 10:00 AM
ICE216,TBA,1,20/30,S 08:30 AM - 10:00 AM
ICE217,ALI,1,4/5,MW 10:10 AM - 11:40 AM
ICE217,ALI,1,4/5,S 10:10 AM - 12:10 PM
ICE217,ALI,2,1/5,MW 01:30 PM - 03:00 PM
ICE217,ALI,2,1/5,T 04:50 PM - 06:50 PM
ICE217,DTS,3,5/5,ST 10:10 AM - 11:40 AM
ICE217,DTS,3,5/5,W 10:10 AM - 12:10 PM
ICE217,MKN,4,4/5,ST 10:10 AM - 11:40 AM
ICE217,MKN,4,4/5,R 10:10 AM - 12:10 PM
ICE217,MKN,5,0/5,M 01:30 PM - 03:30 PM
ICE217,MKN,5,0/5,ST 01:30 PM - 03:00 PM
ICE217,NISHAT,6,4/5,T 10:10 AM - 12:10 PM
ICE217,NISHAT,6,4/5,R 08:30 AM - 10:00 AM
ICE217,NISHAT,6,4/5,T 08:30 AM - 10:00 AM
ICE217,NISHAT,7,5/5,M 08:00 AM - 10:00 AM
ICE217,NISHAT,7,5/5,S 10:10 AM - 11:40 AM
ICE217,NISHAT,7,5/5,R 10:10 AM - 11:40 AM
ICE217,AUR,8,0/0,S 11:50 AM - 01:20 PM
ICE217,AUR,8,0/0,T 11:50 AM - 01:20 PM
ICE245,DTBI,1,0/0,S 04:50 PM - 07:50 PM
ICE245,DTBI,1,0/0,TR 11:50 AM - 01:20 PM
ICE245,DTBI,2,0/0,MW 03:10 PM - 04:40 PM
ICE245,KMSK,2,0/0,R 04:50 PM - 07:50 PM
ICE245,DTS,3,0/0,SR 08:30 AM - 10:00 AM
ICE245,DTS,3,0/0,W 01:30 PM - 04:30 PM
ICE245,DTS,4,0/0,M 08:00 AM - 11:00 AM
ICE245,DTS,4,0/0,R 01:30 PM - 03:00 PM
ICE245,DTS,4,0/0,T 01:30 PM - 03:00 PM
ICE245,DHMAI,5,0/5,MW 03:10 PM - 04:40 PM
ICE245,DHMAI,5,0/5,S 04:50 PM - 07:50 PM
ICE245,MAMRD,6,5/5,S 10:10 AM - 01:10 PM
ICE245,RARZ,6,5/5,MW 08:30 AM - 10:00 AM
ICE245,RARZ,7,4/5,MW 10:10 AM - 11:40 AM
ICE245,MIR,7,4/5,T 10:10 AM - 01:10 PM
ICE245,RABEA,8,1/5,R 01:30 PM - 03:30 PM
ICE245,RABEA,8,1/5,MW 08:30 AM - 10:00 AM
ICE245,FHUQ,9,0/5,M 08:00 AM - 10:00 AM
ICE245,FHUQ,9,0/5,S 08:30 AM - 10:00 AM
ICE245,FHUQ,9,0/5,R 08:30 AM - 10:00 AM
ICE245,SKL,10,3/5,R 10:10 AM - 01:10 PM
ICE245,SKL,10,3/5,MW 04:50 PM - 06:20 PM
ICE245,FHUQ,11,0/5,MW 03:10 PM - 04:40 PM
ICE245,FHUQ,11,0/5,T 08:00 AM - 10:00 AM
ICE245,AASR,12,0/0,T 08:00 AM - 10:00 AM
ICE245,AASR,12,0/0,S 08:30 AM - 10:00 AM
ICE245,AASR,12,0/0,R 08:30 AM - 10:00 AM
ICE245,TBA,13,0/0,S 04:50 PM - 06:20 PM
ICE245,TBA,13,0/0,R 04:50 PM - 06:20 PM
ICE245,TBA,13,0/0,W 08:00 AM - 10:00 AM
ICE245,TBA,14,0/0,M 04:50 PM - 07:50 PM
ICE245,TBA,14,0/0,S 04:50 PM - 06:20 PM
ICE245,TBA,14,0/0,R 04:50 PM - 06:20 PM
ICE245,TBA,15,0/0,S 08:00 AM - 10:00 AM
ICE245,TBA,15,0/0,TR 04:50 PM - 06:20 PM
ICE245,TBA,16,0/0,R 08:30 AM - 10:00 AM
ICE245,TBA,16,0/0,T 08:00 AM - 10:00 AM
ICE245,TBA,16,0/0,S 08:30 AM - 10:00 AM
ICE275,NYA,1,0/0,MW 10:10 AM - 11:40 AM
ICE275,KMSK,1,0/0,T 04:50 PM - 06:50 PM
ICE275,KRI,2,5/5,S 01:30 PM - 03:00 PM
ICE275,KRI,2,5/5,R 01:30 PM - 03:00 PM
ICE275,KRI,2,5/5,W 01:30 PM - 03:30 PM
ICE275,PMTI,3,5/5,T 04:50 PM - 06:50 PM
ICE275,PMTI,3,5/5,TR 01:30 PM - 03:00 PM
ICE275,PMTI,4,5/5,R 04:50 PM - 06:50 PM
ICE275,PMTI,4,5/5,TR 03:10 PM - 04:40 PM
ICE275,MOON,5,3/5,S 01:30 PM - 03:30 PM
ICE275,MOON,5,3/5,S 08:30 AM - 10:00 AM
ICE275,MOON,5,3/5,T 08:30 AM - 10:00 AM
ICE275,MOON,6,0/5,S 04:50 PM - 06:50 PM
ICE275,MOON,6,0/5,S 11:50 AM - 01:20 PM
ICE275,MOON,6,0/5,R 11:50 AM - 01:20 PM
ICE275,MOON,7,1/5,MW 03:10 PM - 04:40 PM
ICE275,MOON,7,1/5,W 08:00 AM - 10:00 AM
ICE275,AUR,8,0/0,M 03:10 PM - 04:40 PM
ICE275,AUR,8,0/0,W 03:10 PM - 04:40 PM
ICE275,MMHR,9,0/0,MW 04:50 PM - 06:20 PM
ICE275,MMHR,9,0/0,S 08:00 AM - 10:00 AM
ICE275,TBA,10,0/0,T 08:30 AM - 10:00 AM
ICE275,TBA,10,0/0,M 08:00 AM - 10:00 AM
ICE275,TBA,10,0/0,R 08:30 AM - 10:00 AM
ICE275,TBA,11,0/0,M 08:00 AM - 10:00 AM
ICE275,TBA,11,0/0,R 04:50 PM - 06:20 PM
ICE275,TBA,11,0/0,T 04:50 PM - 06:20 PM
ICE275,TBA,12,0/0,W 08:00 AM - 10:00 AM
ICE275,TBA,12,0/0,S 08:30 AM - 10:00 AM
ICE275,TBA,12,0/0,R 08:30 AM - 10:00 AM
ICE302,MAR,1,0/0,ST 08:30 AM - 10:00 AM
ICE302,MAR,1,0/0,R 08:00 AM - 10:00 AM
ICE302,MAR,2,0/0,M 01:30 PM - 03:30 PM
ICE302,MAR,2,0/0,ST 11:50 AM - 01:20 PM
ICE302,MAR,3,0/0,MW 08:30 AM - 10:00 AM
ICE302,MAR,3,0/0,S 01:30 PM - 03:30 PM
ICE302,KHALID,4,2/5,MW 04:50 PM - 06:20 PM
ICE302,KHALID,4,2/5,T 01:30 PM - 03:30 PM
ICE302,RABEA,5,1/5,T 08:00 AM - 10:00 AM
ICE302,RABEA,5,1/5,S 08:30 AM - 10:00 AM
ICE302,RABEA,5,1/5,R 08:00 AM - 10:00 AM
ICE302,RABEA,6,1/5,S 11:50 AM - 01:20 PM
ICE302,RABEA,6,1/5,R 11:50 AM - 01:20 PM
ICE302,RABEA,6,1/5,T 10:10 AM - 12:10 PM
ICE302,ARMAN,7,2/5,W 01:30 PM - 03:30 PM
ICE302,ARMAN,7,2/5,MW 04:50 PM - 06:20 PM
ICE302,TBA,8,0/0,S 01:30 PM - 03:00 PM
ICE302,TBA,8,0/0,T 01:30 PM - 03:00 PM
ICE302,TBA,8,0/0,W 08:00 AM - 10:00 AM
ICE302,FHUQ,9,0/0,T 11:50 AM - 01:20 PM
ICE302,FHUQ,9,0/0,R 10:10 AM - 11:49 AM
ICE302,FHUQ,9,0/0,R 11:50 AM - 01:20 PM
ICE302,TBA,10,0/0,S 04:50 PM - 06:20 PM
ICE302,TBA,10,0/0,S 04:50 PM - 06:50 PM
ICE302,TBA,10,0/0,R 04:50 PM - 06:20 PM
ICE305,DMRH,1,0/0,T 01:30 PM - 04:30 PM
ICE305,DMRH,1,0/0,TR 10:10 AM - 11:40 AM
ICE305,MKR,2,0/0,M 10:10 AM - 01:10 PM
ICE305,MKR,2,0/0,TR 08:30 AM - 10:00 AM
ICE305,MKR,3,0/0,SR 10:10 AM - 11:40 AM
ICE305,MKR,3,0/0,W 08:00 AM - 11:00 AM
ICE305,MRJ,4,1/5,M 03:10 PM - 04:40 PM
ICE305,MRJ,4,1/5,R 01:30 PM - 04:30 PM
ICE305,MRJ,4,1/5,W 03:10 PM - 04:40 PM
ICE305,MRJ,5,5/5,R 10:10 AM - 11:40 AM
ICE305,MRJ,5,5/5,T 10:10 AM - 01:10 PM
ICE305,MRJ,5,5/5,S 10:10 AM - 11:40 AM
ICE305,TBA,6,5/5,S 01:30 PM - 04:30 PM
ICE305,DMSHN,6,5/5,TR 01:30 PM - 03:00 PM
ICE305,TBA,7,2/5,R 08:00 AM - 11:00 AM
ICE305,DMSHN,7,2/5,TR 03:10 PM - 04:40 PM
ICE305,KRI,8,3/5,M 01:30 PM - 04:30 PM
ICE305,KRI,8,3/5,S 03:10 PM - 04:40 PM
ICE305,KRI,8,3/5,R 03:10 PM - 04:40 PM
ICE305,KRI,9,5/5,S 11:50 AM - 01:20 PM
ICE305,KRI,9,5/5,R 11:50 AM - 01:20 PM
ICE305,KRI,9,5/5,W 08:00 AM - 11:00 AM
ICE305,SKL,10,0/0,MW 11:50 AM - 01:20 PM
ICE305,SKL,10,0/0,R 08:00 AM - 10:00 AM
ICE310,DMSA,1,14/30,TR 08:30 AM - 10:00 AM
ICE311,ALI,1,0/5,MW 10:10 AM - 11:40 AM
ICE311,ALI,1,0/5,S 10:10 AM - 12:10 PM
ICE311,ALI,2,0/5,MW 01:30 PM - 03:00 PM
ICE311,ALI,2,0/5,T 04:50 PM - 06:50 PM
ICE311,DTS,3,0/5,ST 10:10 AM - 11:40 AM
ICE311,DTS,3,0/5,W 10:10 AM - 12:10 PM
ICE311,MKN,4,0/5,ST 10:10 AM - 11:40 AM
ICE311,MKN,4,0/5,R 10:10 AM - 12:10 PM
ICE311,MKN,5,0/5,M 01:30 PM - 03:30 PM
ICE311,MKN,5,0/5,ST 01:30 PM - 03:00 PM
ICE311,NISHAT,6,0/5,T 08:30 AM - 10:00 AM
ICE311,NISHAT,6,0/5,T 10:10 AM - 12:10 PM
ICE311,NISHAT,6,0/5,R 08:30 AM - 10:00 AM
ICE311,NISHAT,7,0/5,M 08:00 AM - 10:00 AM
ICE311,NISHAT,7,0/5,S 10:10 AM - 11:40 AM
ICE311,NISHAT,7,0/5,R 10:10 AM - 11:40 AM
ICE311,AUR,8,0/0,T 11:50 AM - 01:20 PM
ICE311,AUR,8,0/0,S 11:50 AM - 01:20 PM
ICE312,KHALID,1,5/5,ST 04:50 PM - 06:20 PM
